id	中文名	prompt_en
enemy_modern_14	现代·自行火炮特种型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_15	现代·火箭炮分队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_16	现代·无人机班支援队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. cluster of small combat drones, mechanical detail. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_17	现代·支援兵班	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_18	现代·防空系统型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_19	现代·导弹发射架组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_20	现代·电子战组分队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_21	现代·陆战队员分队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_22	现代·装甲车改进型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. armored fighting vehicle, tank or APC, era-appropriate silhouette and camouflage. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_23	现代·机枪阵地阵地	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_24	现代·后勤分队小组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_25	现代·特种部队组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_26	现代·主战坦克数字化	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. armored fighting vehicle, tank or APC, era-appropriate silhouette and camouflage. Heroic collectible card key art, one clear silhouette, high detail.
enemy_modern_27	现代·反坦克组系统	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, modern military circa 2010s, multicam or desert tan, optics and polymer gear. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_01	近未来·机械步兵小队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. sci-fi mech or hover tank, heavy armor plates. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_02	近未来·悬浮坦克试验型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. sci-fi mech or hover tank, heavy armor plates. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_03	近未来·能量炮台矩阵	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. futuristic energy weapon platform or powered armor, glowing tech details restrained. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_04	近未来·纳米维修系统	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. futuristic energy weapon platform or powered armor, glowing tech details restrained. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_05	近未来·突击兵特遣组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_06	近未来·机甲量产型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. sci-fi mech or hover tank, heavy armor plates. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_07	近未来·导弹阵地平台	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_08	近未来·能量补给站	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. futuristic energy weapon platform or powered armor, glowing tech details restrained. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_09	近未来·幽灵兵猎杀组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. futuristic energy weapon platform or powered armor, glowing tech details restrained. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_10	近未来·装甲车特种型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. armored fighting vehicle, tank or APC, era-appropriate silhouette and camouflage. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_11	近未来·激光炮网络	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. futuristic energy weapon platform or powered armor, glowing tech details restrained. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_12	近未来·战术支援中心	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. infantry squad or fireteam in era-appropriate uniforms and rifles, dynamic combat pose. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_13	近未来·赛博兵突击队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. futuristic energy weapon platform or powered armor, glowing tech details restrained. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_14	近未来·攻击平台精英型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_15	近未来·防御矩阵核心	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. futuristic energy weapon platform or powered armor, glowing tech details restrained. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_16	近未来·数据单元节点	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_17	近未来·猎杀者班	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. futuristic energy weapon platform or powered armor, glowing tech details restrained. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_18	近未来·运输舰型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_19	近未来·控制中心系统	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_20	近未来·相位站单元	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. futuristic energy weapon platform or powered armor, glowing tech details restrained. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_21	近未来·机械步兵小队	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. sci-fi mech or hover tank, heavy armor plates. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_22	近未来·悬浮坦克试验型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. sci-fi mech or hover tank, heavy armor plates. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_23	近未来·能量炮台矩阵	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. futuristic energy weapon platform or powered armor, glowing tech details restrained. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_24	近未来·纳米维修系统	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. futuristic energy weapon platform or powered armor, glowing tech details restrained. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_25	近未来·突击兵特遣组	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. military unit or vehicle matching the Chinese label theme. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_26	近未来·机甲量产型	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. sci-fi mech or hover tank, heavy armor plates. Heroic collectible card key art, one clear silhouette, high detail.
enemy_near_27	近未来·导弹阵地平台	game trading card illustration, single centered subject, clean studio lighting, slightly low three-quarter view, sharp focus, rich material detail, 1024x1024 square composition, seamless pure white background #FFFFFF, no text, no letters, no numbers, no watermark, no logos, no typography, no captions, no speech bubbles, no readable insignia or labels on image, near-future sci-fi military, advanced alloys, subtle cyan energy accents. crew-served weapons emplacement or artillery piece with sandbags and metal, firing stance implied. Heroic collectible card key art, one clear silhouette, high detail.
